Nome,Filme,Tipo
Gabriel Almeida,"Mesmo Que Você Não Veja, Eu Confesso",Elenco
Nícolas Martins,"Mesmo Que Você Não Veja, Eu Confesso",Elenco
Gabriela Teodoro,"Mesmo Que Você Não Veja, Eu Confesso",Producer
Sara  Ospedal,"Mesmo Que Você Não Veja, Eu Confesso",Director
Natália Castilho,"Mesmo Que Você Não Veja, Eu Confesso",Writer
Tiago Yukio Nakayama,"Mesmo Que Você Não Veja, Eu Confesso",Writer
Pietra Dini,O Reflexo da Influência,Elenco
Victoria Ribeiro,O Reflexo da Influência,Elenco
Luiz Carlos Borralho,O Reflexo da Influência,Writer
Laura Cecília,O Reflexo da Influência,Producer
Athos Rubim,O Reflexo da Influência,Producer
Laura Cecília,O Reflexo da Influência,Writer
Athos Rubim,O Reflexo da Influência,Director
Gabriel Viana,D1SF0R1A,Elenco
Jús Saraiva,D1SF0R1A,Elenco
Thayza Pimenta,D1SF0R1A,Elenco
Jús Saraiva,D1SF0R1A,Director
Gabriel Viana,D1SF0R1A,Writer
Júlia Santiago,D1SF0R1A,Writer
Jús Saraiva,D1SF0R1A,Writer
Pablo H,D1SF0R1A,Writer
Thiago Oliveira,D1SF0R1A,Producer
Vitória Teixeira,D1SF0R1A,Director
Vitória Teixeira,D1SF0R1A,Writer
Eduardo Carvalho,A Inteligência Artificial Contra a Estupidez Natural na Oficina do Diabo,Elenco
Eduardo Carvalho,A Inteligência Artificial Contra a Estupidez Natural na Oficina do Diabo,Writer
Jonathan Rodrigues,A Inteligência Artificial Contra a Estupidez Natural na Oficina do Diabo,Director
Jonathan Rodrigues,A Inteligência Artificial Contra a Estupidez Natural na Oficina do Diabo,Writer
Jonathan Rodrigues,A Inteligência Artificial Contra a Estupidez Natural na Oficina do Diabo,Producer
Leonardo da Riva,Pedrobó,Elenco
Igor Blundi,Pedrobó,Elenco
Eduardo Mikio,Pedrobó,Elenco
Leonardo da Riva,Pedrobó,Director
Igor Blundi,Pedrobó,Producer
Leonardo da Riva,Pedrobó,Writer
Leonardo da Riva,Pedrobó,Producer
Luã Ériclis,O T-REX E A PEDRA LASCADA,Director
Jéssica Vassaitis,Muito Permanece,Director
Paula Vanina Cencig,Lagrimar,Director
Tereza Duarte,Lagrimar,Producer
Paula Vanina Cencig,Lagrimar,Writer
rømã,Kila & Mauna,Elenco
Muriel Cruz,Kila & Mauna,Elenco
Ella Monstra,Kila & Mauna,Director
Pablo Diniz,Fios que dão Vida,Director
Gabrielly Nicacio,Fios que dão Vida,Director
Jackson Jardel dos Santos,"Ekedji, aquela que cuida",Director
João Pedro Eugênio de Paiva,"Ekedji, aquela que cuida",Director
Gabrielle Ferreira,The signs are invisible,Director
Julia Araújo,Ana e as Montanhas,Director
Larissa Penna,Pitica and the Perfect Sandwich,Elenco
Lucca Vendramel,Pitica and the Perfect Sandwich,Elenco
Fefe Urresti,Pitica and the Perfect Sandwich,Elenco
Babi Astolfi,Pitica and the Perfect Sandwich,Director
Fefe Urresti,Pitica and the Perfect Sandwich,Producer
Fefe Urresti,Pitica and the Perfect Sandwich,Writer
Babi Astolfi,Pitica and the Perfect Sandwich,Writer
Lucca Vendramel,Pitica and the Perfect Sandwich,Writer
Ju Hogata,Pitica and the Perfect Sandwich,Writer
Larissa Penna,Pitica and the Perfect Sandwich,Writer
Adolpho Antt,ALIVE,Elenco
Jad Rocha,ALIVE,Elenco
Geo Santos,ALIVE,Elenco
Luanderson Overissimo,ALIVE,Elenco
Paulo Lins,ALIVE,Elenco
Fellipe Paixão,ALIVE,Director
Ângelo Antônio,ALIVE,Director
Andressa Santiago,ALIVE,Producer
Nathan Luigi,Escada Para o Céu de João Bigode,Elenco
Pedro Henrique,Escada Para o Céu de João Bigode,Elenco
Juan Francelino,Escada Para o Céu de João Bigode,Elenco
Kauê Trindade,Escada Para o Céu de João Bigode,Elenco
Léo Mister Music,Escada Para o Céu de João Bigode,Elenco
Lília Reis,Escada Para o Céu de João Bigode,Elenco
Talisson de Oliveira,Escada Para o Céu de João Bigode,Elenco
Leandra Melo,Escada Para o Céu de João Bigode,Elenco
Tiago Zonatto,Escada Para o Céu de João Bigode,Elenco
Mossoró,Escada Para o Céu de João Bigode,Elenco
Henrique Sanches,Escada Para o Céu de João Bigode,Director
Henrique Sanches,Escada Para o Céu de João Bigode,Writer
Henrique Sanches,Escada Para o Céu de João Bigode,Producer
Douglas Mattaüs,Spaces of Bresson,Director
Henry Cunha,Okiro,Elenco
Henry Cunha,Okiro,Director
Henry Cunha,Okiro,Writer
Ana Laura Heidorn,Rewind,Elenco
Luiza Laini,Rewind,Elenco
Diana Fidari,Rewind,Elenco
Felipe de João,Rewind,Elenco
Laura Braz,Rewind,Elenco
Luís Gongra,Rewind,Director
Luiza Tani,Rewind,Producer
Gustavo Miguel,Rewind,Producer
Samuel Malaquias,Rewind,Writer
Paloma Merched,Rewind,Writer
blind4love,Feelings,Elenco
blind4love,Feelings,Director
blind4love,Feelings,Writer
Thiaguinho,Tardezinha Pela Vida Inteira,Elenco
Rafael Zulu,Tardezinha Pela Vida Inteira,Elenco
Péricles,Tardezinha Pela Vida Inteira,Elenco
Rodriguinho,Tardezinha Pela Vida Inteira,Elenco
Belo,Tardezinha Pela Vida Inteira,Elenco
Maria Rita,Tardezinha Pela Vida Inteira,Elenco
Gabriel Abayomi,Tardezinha Pela Vida Inteira,Elenco
Wilson Prateado,Tardezinha Pela Vida Inteira,Elenco
Fabinho Viotto,Tardezinha Pela Vida Inteira,Elenco
Junior Pulgão,Tardezinha Pela Vida Inteira,Elenco
Nego do Pandeiro,Tardezinha Pela Vida Inteira,Elenco
Mark Soul,Tardezinha Pela Vida Inteira,Elenco
Danilo Oliveira,Tardezinha Pela Vida Inteira,Elenco
Rogerinho Nagô,Tardezinha Pela Vida Inteira,Elenco
Nando Martins,Tardezinha Pela Vida Inteira,Elenco
Ancelmo Lima,Tardezinha Pela Vida Inteira,Elenco
Saymon Saz,Tardezinha Pela Vida Inteira,Elenco
Mumuzinho,Tardezinha Pela Vida Inteira,Elenco
Chrigor Lisboa,Tardezinha Pela Vida Inteira,Elenco
Sorriso Maroto,Tardezinha Pela Vida Inteira,Elenco
Salgadinho,Tardezinha Pela Vida Inteira,Elenco
Marquinhos Sensação,Tardezinha Pela Vida Inteira,Elenco
Ferrugem,Tardezinha Pela Vida Inteira,Elenco
Léo Santana,Tardezinha Pela Vida Inteira,Elenco
Gloria Groove,Tardezinha Pela Vida Inteira,Elenco
Netinho de Paula,Tardezinha Pela Vida Inteira,Elenco
Dilsinho,Tardezinha Pela Vida Inteira,Elenco
Marvvila,Tardezinha Pela Vida Inteira,Elenco
Suel,Tardezinha Pela Vida Inteira,Elenco
Kamisa 10,Tardezinha Pela Vida Inteira,Elenco
Billy SP,Tardezinha Pela Vida Inteira,Elenco
Mr. Dan,Tardezinha Pela Vida Inteira,Elenco
Fran Landhin,Tardezinha Pela Vida Inteira,Director
Douglas Aguillar,Tardezinha Pela Vida Inteira,Director
Patrícia Niedermeier,Viagens,Elenco
Patrícia Niedermeier,Viagens,Director
Cavi Borges,Viagens,Director
Órion,O gato voador,Elenco
Kauã Borges,O gato voador,Director
Davi R. Borges,Em meus sonhos eu posso tocar o céu,Elenco
Davi R. Borges,Em meus sonhos eu posso tocar o céu,Director
Davi R. Borges,Em meus sonhos eu posso tocar o céu,Writer
Fabrício Basílio,Viventes,Director
Rachel Ellis,Eros,Director
Bruno Fredes,All The Better To Hear You With,Elenco
Ellen Tavares,All The Better To Hear You With,Elenco
Emiliano Cunha,All The Better To Hear You With,Elenco
Angie Abreu,All The Better To Hear You With,Writer
Mayco Martins,All The Better To Hear You With,Writer
Mayco Martins,All The Better To Hear You With,Director
Mayco Martins,All The Better To Hear You With,Producer
Ellen Tavares,All The Better To Hear You With,Producer
Pitagoras Nardi,All The Better To Hear You With,Producer
Angie Abreu,All The Better To Hear You With,Producer
Rodrigo Gallo,São Jorge contra o Dragão,Elenco
Hissa de Urkiola,São Jorge contra o Dragão,Elenco
Gabriela Eufrásio,São Jorge contra o Dragão,Elenco
Rodrigo Gallo,São Jorge contra o Dragão,Director
Harry Crowl,A Propósito de Harry,Elenco
Christopher Faust,A Propósito de Harry,Producer
Fernando Severo,A Propósito de Harry,Director
Wellington Sari,A Propósito de Harry,Producer
Fernando Severo,A Propósito de Harry,Writer
Amandyra,Greice,Elenco
Daniel Pizamiglio,Greice,Elenco
Inês Brites,Greice,Elenco
Luara Learth,Greice,Elenco
Mauro Soares,Greice,Elenco
Isabél Zuaa,Greice,Elenco
Márcia Lança,Greice,Elenco
Filipa Matta,Greice,Elenco
Rafaela Diógenes,Greice,Elenco
Beatriz Garrucho,Greice,Elenco
Sandra Hung,Greice,Elenco
Dipas,Greice,Elenco
Carlos Victor Rubens Magalhães,Greice,Elenco
Luciana Souza,Greice,Elenco
Faela Maya,Greice,Elenco
Lucas Galvino,Greice,Elenco
Gabi Ribeiro,Greice,Elenco
Leonardo Mouramateus,Greice,Elenco
Bruna Pessoa,Greice,Elenco
Tina Reinstrings,Greice,Elenco
Anna Leticya Gomes,Greice,Elenco
Maria Norma Colares,Greice,Elenco
Ana Galizia,Greice,Elenco
Helena Estrela,Greice,Elenco
Gui Pimentel,Greice,Elenco
Andy Malafaia,Greice,Producer
Leonardo Mouramateus,Greice,Director
Mayra Lucas,Greice,Producer
Paulo Serpa,Greice,Producer
Daniel Rubinger,[Untitled Project],Elenco
Gustavo Ramos Ribeiro,[Untitled Project],Elenco
Miguel Carreto,[Untitled Project],Elenco
Maria Clara de Aguiar,[Untitled Project],Elenco
Edimar Souza,[Untitled Project],Elenco
Lívia C. Soares,[Untitled Project],Elenco
Iure Martins,[Untitled Project],Elenco
Sama Rouhani,[Untitled Project],Elenco
Regiane Agrella,[Untitled Project],Elenco
Flávia Cesarino,[Untitled Project],Elenco
Leonardo A. Andrade,[Untitled Project],Elenco
Tiago Dunham,[Untitled Project],Elenco
Ana Beatriz de Castilho Bonini,[Untitled Project],Elenco
Enzo Dias,[Untitled Project],Elenco
Victor Hugo Cruz Freire,[Untitled Project],Elenco
Caio Correa,[Untitled Project],Elenco
Bruno Kenzo Yui,[Untitled Project],Elenco
Ana Beatriz Cantão de Campos,[Untitled Project],Elenco
Ian Higashi,[Untitled Project],Elenco
Henrique Cremonezzi,[Untitled Project],Elenco
Daniel Rubinger,[Untitled Project],Director
Miguel Carreto,[Untitled Project],Director
Daniel Rubinger,[Untitled Project],Writer
Miguel Carreto,[Untitled Project],Writer
Gustavo Ramos Ribeiro,[Untitled Project],Writer
Daniel Rubinger,[Untitled Project],Producer
Maria Clara de Aguiar,[Untitled Project],Producer
Antonia Soares,Off-Line,Elenco
Catarina Zenaro,Off-Line,Elenco
Maria Eduarda,Off-Line,Elenco
Juliana Santos,Off-Line,Elenco
Manuel Lopes,Off-Line,Elenco
Maria Fernanda,Off-Line,Elenco
Pedro Rino Kiyoto,Off-Line,Director
Pedro Rino Kiyoto,Off-Line,Producer
Arad,It's Own Flesh,Elenco
Felipe de Azevedo,It's Own Flesh,Director
Felipe de Azevedo,It's Own Flesh,Writer
Mike Souza,Prisioneiros,Elenco
Anya Tristão,Prisioneiros,Elenco
Felipe Andolpho,Prisioneiros,Elenco
Mafê Lacerda,Prisioneiros,Elenco
Thomaz Toffanetto,Prisioneiros,Elenco
Rafaella Walerio,Prisioneiros,Elenco
Mariah Araujo,Prisioneiros,Producer
Renan Rodsan,Prisioneiros,Producer
Renan Rodsan,Prisioneiros,Director
Rodrigo Mendes,Penumbra,Elenco
José Rubens,Penumbra,Elenco
Angelo Sousa,Penumbra,Writer
Vinícius Mendes,Penumbra,Director
Angelo Sousa,Penumbra,Producer
Vinícius Mendes,Penumbra,Producer
Cleide Mariano,Francisco,Elenco
Momô de Oliveira,Francisco,Elenco
Arielle Teles,Francisco,Elenco
Edson Cardoso,Francisco,Elenco
Gustavo Lins,Francisco,Director
Ed Roberto,Francisco,Producer
Maíra Farias,"While the candles are lit, my heart is in flames",Elenco
Valério Bruno,"While the candles are lit, my heart is in flames",Elenco
Gabriel Oliveira,"While the candles are lit, my heart is in flames",Director
Gabriel Oliveira,"While the candles are lit, my heart is in flames",Writer
Ronaldo de Azevedo,Gato Galáctico e o Feitiço do Tempo,Elenco
Erick Torres,Gato Galáctico e o Feitiço do Tempo,Elenco
Luiza Mezadri,Gato Galáctico e o Feitiço do Tempo,Elenco
Daniel Infantini,Gato Galáctico e o Feitiço do Tempo,Elenco
Blota Filho,Gato Galáctico e o Feitiço do Tempo,Elenco
Rodrigo Zanforlin,Gato Galáctico e o Feitiço do Tempo,Director
Daniel Picolo,Gato Galáctico e o Feitiço do Tempo,Producer
Mariana Motta,Beyond the Moonlight,Elenco
Diego Monti,Beyond the Moonlight,Elenco
Natane Castro,Beyond the Moonlight,Elenco
João Batista,Beyond the Moonlight,Elenco
Heloisa Helena,Beyond the Moonlight,Elenco
Bruno Ferreira,Beyond the Moonlight,Writer
Bruno Ferreira,Beyond the Moonlight,Director
Salome Velasquez,La Eterna Búsqueda del Quién,Director
Yoná Cunha,Exotismos,Elenco
Ana Willrich,Exotismos,Elenco
Vinicius Fernandes,Exotismos,Elenco
Clau Costa,Exotismos,Elenco
Salomão Neto,Exotismos,Elenco
Alessandra Gama,Exotismos,Director
Marta Aragão,Exotismos,Producer
Marta Aragão,Exotismos,Writer
Alessandra Gama,Exotismos,Writer
João Luiz Prestes,Exotismos,Producer
Julia Siqueira,ainda amigos,Elenco
Henrique Luchiari,ainda amigos,Elenco
Henrique Luchiari,ainda amigos,Writer
Henrique Luchiari,ainda amigos,Director
Thomaz Toffanetto,Lágrimas de Deus,Elenco
Julee Silva,Lágrimas de Deus,Elenco
Piêtro Fregulia,Lágrimas de Deus,Director
Piêtro Fregulia,Lágrimas de Deus,Writer
Pitty,Pitty: ACNXX Ao Vivo em Salvador,Elenco
Pedro H. Vieira,TRETA TRETA TRETA,Writer
Pedro H. Vieira,TRETA TRETA TRETA,Director
Rudinei Fernando,É o Boi,Elenco
Régis Berretta,É o Boi,Elenco
Carla Mourão,É o Boi,Elenco
"Edson Paes ""Kannov""",É o Boi,Elenco
"José Carlos ""Magrão""",É o Boi,Elenco
"José C. Revelli ""Zé Loco""",É o Boi,Elenco
Diego Denardi,É o Boi,Director
Diego Denardi,É o Boi,Writer
Felipe Papaterra,É o Boi,Writer
Luis Filipe Caivano,É o Boi,Writer
Rafael Marin,É o Boi,Producer
Lissa Marie,Eu Quero Ir,Elenco
Giordano Castro,Eu Quero Ir,Elenco
Lívia Falcão,Eu Quero Ir,Elenco
Cláudio Ferrario,Eu Quero Ir,Elenco
Juan Calado,Eu Quero Ir,Elenco
Yasmin Castelo,Eu Quero Ir,Elenco
Nicolas Baldini,Eu Quero Ir,Elenco
Maria Alice,Eu Quero Ir,Elenco
Íris Campos,Eu Quero Ir,Elenco
Iara Campos,Eu Quero Ir,Elenco
Mauriceia Conceição,Eu Quero Ir,Elenco
Lorena Carvalho,Eu Quero Ir,Elenco
Chico Ribeiro,Eu Quero Ir,Elenco
João Rick,Eu Quero Ir,Elenco
Ângelo Brandão,Eu Quero Ir,Elenco
Eduardo Cordeiro,Eu Quero Ir,Elenco
Rômulo Alves,Eu Quero Ir,Elenco
Fábio Leão,Eu Quero Ir,Elenco
Chico Domingues,Eu Quero Ir,Elenco
Pablo Polo,Eu Quero Ir,Director
Vitor Dorantes,Meu Maior Inimigo Sou Eu,Elenco
Ângelo Victor,Meu Maior Inimigo Sou Eu,Director
Vinicius Gouveia,Meu Maior Inimigo Sou Eu,Producer
Julia Gabrielle,Meu Maior Inimigo Sou Eu,Writer
Isis Silva,Meu Maior Inimigo Sou Eu,Writer
Vitor Dorantes,Meu Maior Inimigo Sou Eu,Writer
Gabriel Diego,O Amor em Fases,Elenco
Anne Oliveira,O Amor em Fases,Elenco
Kauã Henrique,O Amor em Fases,Elenco
Vitor Dorantes,O Amor em Fases,Writer
Ana Karolina,O Amor em Fases,Writer
Vinicius Gouveia,O Amor em Fases,Producer
Kauã Henrique,O Amor em Fases,Director
Tinde Van Andel,As far as the world reaches,Elenco
Alvaro Ugate,As far as the world reaches,Elenco
Ron Bernstein,As far as the world reaches,Elenco
Marianna De Campos Françoso,As far as the world reaches,Elenco
Luiza Lemmertz,As far as the world reaches,Elenco
Daniel Frota de Abreu,As far as the world reaches,Writer
Daniel Frota de Abreu,As far as the world reaches,Director
Daniel Frota de Abreu,As far as the world reaches,Producer
Karin Andrade,Mais Uma Taça,Elenco
Luanna Benedito,Mais Uma Taça,Elenco
Benni Simonato,Mais Uma Taça,Elenco
Gab Jobim,Mais Uma Taça,Elenco
Gab Jobim,Mais Uma Taça,Director
Arthur Pereira Silva,Poor Rich Boys,Elenco
Guilherme Padilha,Poor Rich Boys,Elenco
Gabriel Piedade,Poor Rich Boys,Elenco
Caio Omena,Poor Rich Boys,Writer
Caio Omena,Poor Rich Boys,Director
Cainã de Paulo,Flammable Digital Film,Elenco
Cainã de Paulo,Flammable Digital Film,Director
Lauan Barros,RLP: the documentary,Elenco
Gislayne Alburqueque,RLP: the documentary,Elenco
Maria Valquiria,RLP: the documentary,Elenco
Alice Firmiano,RLP: the documentary,Elenco
Bruna Andrade,RLP: the documentary,Elenco
Eloisa Iwen,RLP: the documentary,Elenco
Giovanna Ribeiro,RLP: the documentary,Elenco
Kellyane Souza,RLP: the documentary,Elenco
Clara Roberta,RLP: the documentary,Elenco
Elysa Cândida,RLP: the documentary,Elenco
Rafael Goulart,RLP: the documentary,Elenco
Juann Otavio,RLP: the documentary,Elenco
Mayara Kely,RLP: the documentary,Elenco
Rayane Paiva,RLP: the documentary,Elenco
Carol Clemente,RLP: the documentary,Elenco
Antonnielly Angela,RLP: the documentary,Elenco
Yasmin Teixeira,RLP: the documentary,Elenco
Lauan Barros,RLP: the documentary,Writer
Lauan Barros,RLP: the documentary,Director
Lucas Antôny,Qual é o Teu Chamado?,Elenco
Nycolas Emanuel,Qual é o Teu Chamado?,Elenco
Ester Rodrigues,Qual é o Teu Chamado?,Elenco
Luana Lopes,Qual é o Teu Chamado?,Elenco
Vitória rodrigues,Qual é o Teu Chamado?,Elenco
Igor wendel,Qual é o Teu Chamado?,Elenco
Pedro Augusto,Qual é o Teu Chamado?,Elenco
Jônatas Raterclifer,Qual é o Teu Chamado?,Elenco
Ana Clara,Qual é o Teu Chamado?,Elenco
Lucas Antôny,Qual é o Teu Chamado?,Director
Eduardo Rodrigues,O Síndico,Elenco
Claudia Mattos,O Síndico,Elenco
Marcelo Fernandes,O Síndico,Elenco
Verônica Tomé,O Síndico,Elenco
Jalil Sallas,O Síndico,Elenco
Francisco Givanilson,O Síndico,Elenco
Thais Coolper,O Síndico,Elenco
Rick Lisboa,O Síndico,Elenco
Wanner Rodrigues,O Síndico,Elenco
Thais Morgado,O Síndico,Director
Vinicius Santos,O Síndico,Producer
Matheus Borges,O Síndico,Writer
Carla Souza,O Síndico,Producer
Maribel Lima,O Síndico,Director
Neo Paez Halak,Appendix,Elenco
Rafael de Carvalho Gomes,Appendix,Elenco
Júlia Marques Van der Veld,Appendix,Elenco
Neo Paez Halak,Appendix,Producer
Neo Paez Halak,Appendix,Director
Rafael de Carvalho Gomes,Appendix,Director
Rafael de Carvalho Gomes,Appendix,Producer
Nico Nicolaiewsky,Onde está o amor? As fitas perdidas,Elenco
Hique Gomez,Onde está o amor? As fitas perdidas,Elenco
José Pedro Goulart,Onde está o amor? As fitas perdidas,Director
Davi Fields,Bugados - Você Bugou Meu Coração,Elenco
Sienna Belle,Bugados - Você Bugou Meu Coração,Elenco
Vinícius Marinho,Bugados - Você Bugou Meu Coração,Elenco
Ryancarlos de Oliveira,Bugados - Você Bugou Meu Coração,Elenco
Isabella Casarini,Bugados - Você Bugou Meu Coração,Elenco
Gabriel Miller,Bugados - Você Bugou Meu Coração,Elenco
Eliana Fonseca,Bugados - Você Bugou Meu Coração,Director
André Catarinacho,Bugados - Você Bugou Meu Coração,Writer
Leonardo Mascarenhas,Turno Maldito,Elenco
Enzo Buzzatti,Turno Maldito,Elenco
Mariana Botelho,Turno Maldito,Elenco
Giovanna Khouri,Turno Maldito,Elenco
Rafael M. P. Lindemeyer,Turno Maldito,Elenco
Gui Saglietti,Turno Maldito,Elenco
Vinicius Piccoli,Turno Maldito,Director
Rafael M. P. Lindemeyer,Turno Maldito,Director
Victor Mendes de Freitas,Turno Maldito,Producer
Rafael M. P. Lindemeyer,Turno Maldito,Writer
Giovanna Bittencourt Scheiner,Turno Maldito,Producer
Lucas Lima,Só é feliz quem se arrisca,Director
Rodrigo Vulcano,Só é feliz quem se arrisca,Director
SnowXD,Pelas ruas ou: Como as lembranças me fizeram ficar perdido em meu próprio ser,Elenco
SnowXD,Pelas ruas ou: Como as lembranças me fizeram ficar perdido em meu próprio ser,Elenco
Lívia Portilho,Pelas ruas ou: Como as lembranças me fizeram ficar perdido em meu próprio ser,Producer
André Aquino,Pelas ruas ou: Como as lembranças me fizeram ficar perdido em meu próprio ser,Writer
André Aquino,Pelas ruas ou: Como as lembranças me fizeram ficar perdido em meu próprio ser,Director
Danilo Maia,Temos Vagas,Elenco
Thaís Müller,Temos Vagas,Elenco
Victor Torres,Temos Vagas,Elenco
Daniel Ratto,Temos Vagas,Elenco
Marcelo Pio,Temos Vagas,Elenco
Natalia Rosa,Temos Vagas,Elenco
Yuri Magalhães,Temos Vagas,Elenco
Paulo Almeida,Temos Vagas,Elenco
Julia Sabatiê,Temos Vagas,Elenco
Aparecido da Silva,Temos Vagas,Elenco
Guga Sabatiê,Temos Vagas,Director
Guga Sabatiê,Temos Vagas,Writer
Rudi Lagemann,Noite de Talentos,Director
Gabi Moretto,Um porquê ou um porém,Elenco
Mariana Rodrigues Terra,Um porquê ou um porém,Director
Clara de Castro,Um porquê ou um porém,Writer
Brenda Hahn Prestes,Um porquê ou um porém,Writer
Victor Selivon,THE MASTERPIECE,Director
Bruno Santos,Pimenta Landscape,Producer
Letícia Gaver,Pimenta Landscape,Producer
Bruno Santos,Pimenta Landscape,Director
Letícia Gaver,Pimenta Landscape,Director
Felipe Montanaro,The Music According With Jesus Christ,Elenco
Hugo Castro,The Music According With Jesus Christ,Elenco
Rodolfo Luiz Vieira,The Music According With Jesus Christ,Elenco
Pianista Desconhecido,The Music According With Jesus Christ,Elenco
Rodolfo Luiz Vieira,The Music According With Jesus Christ,Director
Rodolfo Luiz Vieira,The Music According With Jesus Christ,Writer
Rodolfo Luiz Vieira,The Music According With Jesus Christ,Producer
Felipe Montanaro,The Music According With Jesus Christ,Writer
Luciano de Miranda,La Lucha Invade el Cine Mexicano,Elenco
El Santo,La Lucha Invade el Cine Mexicano,Elenco
Blue Demon,La Lucha Invade el Cine Mexicano,Elenco
Aarón Rodríguez Arellano,La Lucha Invade el Cine Mexicano,Elenco
Tinieblas,La Lucha Invade el Cine Mexicano,Elenco
Tonina Jackson,La Lucha Invade el Cine Mexicano,Elenco
Annabelle Gutiérrez,La Lucha Invade el Cine Mexicano,Elenco
Titina Romay,La Lucha Invade el Cine Mexicano,Elenco
David Silva,La Lucha Invade el Cine Mexicano,Elenco
Eduardo Bonada,La Lucha Invade el Cine Mexicano,Elenco
El Médico Asesino,La Lucha Invade el Cine Mexicano,Elenco
